epoch,train_loss,train_acc,val_loss,val_acc
1,0.28607861825159747,0.8454213308881341,0.07382728877371247,0.9719145569620253
2,0.07446392634307653,0.9746079868090941,0.06404392104124344,0.9765625
3,0.0561297084602005,0.9809268390191898,0.06394965234625188,0.9788370253164557
4,0.04290803391853772,0.9859297264105221,0.06023663946109105,0.9810126582278481
5,0.0342524206342259,0.9886893656716418,0.043359751695224755,0.9861550632911392
