epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc
1,0.3878193660215898,0.16039558432318948,0.6923061284151945,0.016164786521006714,0.8365530317479913,0.7328571428571429
2,0.13415535146539861,0.10731145739555359,0.5011941275813363,0.01074015891010111,0.867234853180972,0.7607142857142857
3,0.09593718932433562,0.09362215006893332,0.4669249951839447,0.00947629910131747,0.8650568236004222,0.7714285714285715
4,0.07083491215651685,0.05051704767075452,0.38282685659148474,0.005121520043096759,0.9086174260486256,0.7664285714285715
5,0.047236257520588965,0.039439118043942886,0.3339438736438751,0.0040069565346295185,0.9213541691953485,0.7807142857142857
6,0.032852419702844186,0.026522672819820316,0.2839936478571458,0.002701587107201869,0.9377840974114158,0.7785714285714286
7,0.025925537571310997,0.021645099940625103,0.261930606581948,0.0021992282074114137,0.9428030360828746,0.7792857142857142
8,0.02035834277895364,0.020055358636785637,0.24296005341139706,0.0020141150506043978,0.9507102316076105,0.7871428571428571
9,0.016723137569021097,0.01875737114724788,0.27647496488961304,0.0018791444176300006,0.954166672446511,0.7907142857142857
10,0.013962942514229904,0.015602505173195492,0.2659330584786155,0.0015660912772132592,0.9593276544050737,0.7885714285714286
11,0.013110157745805654,0.016923198476433754,0.27861231430010364,0.001736504893580621,0.946259471503171,0.7857142857142857
12,0.012303008274598555,0.014103098772466183,0.25051267580552533,0.0014062807577746835,0.9535984884608876,0.7871428571428571
13,0.010497414261441339,0.015072231688960032,0.26792869649150153,0.0015139937908812003,0.9514204588803378,0.7792857142857142
14,0.010992981468073346,0.01806090238758109,0.2766448638655923,0.0018152190181850033,0.9429924271323464,0.7792857142857142
15,0.008609233237802983,0.012117530388588255,0.2830760953101245,0.0012219775129448283,0.9650094725868918,0.8
16,0.008399979389187965,0.011668543331325054,0.24903486533598465,0.0011478837007995355,0.967803033915433,0.7957142857142857
17,0.007380573527718132,0.011641365306621248,0.2577138421210376,0.0011478593170812185,0.9607481089505282,0.79
18,0.007596724793653597,0.010140251241285692,0.26062280346046796,0.0009922643128613179,0.9600852294401689,0.7892857142857143
19,0.006689773923294111,0.010128092020750046,0.26194526526060974,0.0010276532530869272,0.9635890180414374,0.79
20,0.005873451915315606,0.009716908024115995,0.24971613694321027,0.0009786249561743302,0.962926138531078,0.795
21,0.0058593490414998745,0.009581918235529552,0.25159625844521954,0.0009710933928462592,0.9642518975517966,0.7964285714285714
22,0.005382876974445852,0.009532372213222763,0.2504082132469524,0.0009583385544829071,0.9671401544050737,0.7992857142857143
23,0.004526434940370646,0.009110747667198832,0.24802349914203992,0.0009277946294539354,0.9608428098938682,0.7942857142857143
24,0.004998125254430554,0.010130298831923441,0.24596570974046533,0.001025709101337601,0.9607954567128961,0.7885714285714286
25,0.003940188965167512,0.008192872713235292,0.24676699936389923,0.0008286792171103033,0.9678503816778009,0.7942857142857143
26,0.0035942124541510235,0.00785483843223615,0.24183760447935623,0.0007977741505866023,0.9700284112583507,0.7935714285714286
27,0.00509625639427792,0.008864203086969528,0.2529943449930711,0.000896720776588402,0.9643939462575045,0.7907142857142857
28,0.0049697629938071424,0.008999749764122746,0.24318246814337643,0.0009296853201125156,0.9635890180414374,0.7871428571428571
29,0.0040164818775586105,0.007762289182706313,0.2385486215353012,0.0007894237483428283,0.9658144008029591,0.7935714285714286
30,0.003712696518579667,0.008479192514311184,0.2409501847895709,0.0008425199405544183,0.9650094725868918,0.7957142857142857
31,0.003330162645910274,0.008054424331269482,0.24746013771403919,0.0007928904008374295,0.9665246280756864,0.7942857142857143
32,0.0033568838145583866,0.007381848609921607,0.23884973878210242,0.0007362602363255891,0.9636837189847772,0.7885714285714286
33,0.003538589793342081,0.007214611734856258,0.24211804568767548,0.0007222143520431763,0.9657670476219871,0.7892857142857143
34,0.0026922695338726043,0.007097085599194874,0.2387032386931506,0.0007105111038650979,0.9664299271323464,0.7885714285714286
35,0.0028299359456551345,0.0070922018706121226,0.23894726417281412,0.0007196388323791325,0.9657670476219871,0.7907142857142857
36,0.0030975318937139077,0.009242177051915363,0.2402823486111381,0.0009411022077653218,0.9623106122016907,0.7828571428571428
37,0.003290191614492373,0.007121067155491222,0.24748800288547168,0.0007183739851990884,0.9672348553484137,0.7978571428571428
38,0.002659486047923565,0.007836063392460346,0.2454492449760437,0.0007973075103522701,0.9615056839856234,0.7907142857142857
39,0.003973738264969804,0.007809277454560453,0.23255927589806644,0.0007789364740760489,0.9757102294401689,0.7964285714285714
40,0.002638426679186523,0.007985446136444807,0.24738045985048468,0.0007791631611656736,0.9700757644393228,0.7964285714285714
