epoch,train_loss,train_acc,val_loss,val_acc
1,0.6933499223896181,0.5022710110587097,0.6789069168175323,0.5467761075949367
2,0.18747309025035483,0.9208588752665245,0.07391148890498318,0.9736946202531646
3,0.05984335304148543,0.9791888770009918,0.060761709037366544,0.9787381329113924
4,0.043728911779574685,0.9850191008815887,0.05175589668104732,0.9829905063291139
5,0.032990806794632024,0.9888670486427827,0.05322155629909491,0.9821004746835443
