epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,0.24227867397395048,0.17611667784777554,0.5000604770400308,0.02031127211045135,0.6171875,0.6571428571428571,0.05,0.05000183999411202
2,0.06893023767254569,0.04105468195947734,0.18202043121511285,0.004617706618525765,0.8700284090909091,0.6814285714285714,0.1,0.14500073599764482
3,0.03456227620216933,0.028551740233193745,0.16835256056352096,0.0031945706683803687,0.8913352272727273,0.7,0.15000000000000002,0.27325292559063813
4,0.023771886646070262,0.016453576189550487,0.14605374498800797,0.0018408677583052354,0.9172821966084567,0.7042857142857143,0.2,0.4186032604695665
5,0.014544327861883423,0.010645230470055883,0.12324089489199898,0.0011951370662162926,0.9250000010837208,0.7064285714285714,0.25,0.5639535953484949
6,0.009525430050085892,0.007126506163992665,0.11182501031593843,0.0007997846802357923,0.9421401511539113,0.7092857142857143,0.3,0.6947679767424744
7,0.008260598456995054,0.006309080318632451,0.10162490809505637,0.0007083139128305695,0.9515151489864696,0.7157142857142857,0.35,0.8015980348862883
8,0.00755771291018887,0.005553115201605992,0.09124659340489995,0.0006209127022884786,0.9543560580773787,0.7171428571428572,0.39999999999999997,0.880956980937661
9,0.01570767131210728,0.006169844164767049,0.10737082023512233,0.0006800527070564302,0.9500473466786471,0.7071428571428572,0.44999999999999996,0.9345284095090896
10,0.034448779543692416,0.012095855887640606,0.12367630885405974,0.001352158777246421,0.9129734852097251,0.6871428571428572,0.49999999999999994,0.9672619047619048
