epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,0.23086045357314022,0.12285341864282434,1.0005985660986467,0.013692533428018743,0.7749526500701904,0.7007142857142857,0.05,0.05000183999411202
2,0.05553305870430036,0.03647889569401741,0.6987200812859968,0.004096504385498437,0.8656250021674416,0.6614285714285715,0.1,0.14500073599764482
3,0.032779763130979106,0.026749338616024364,0.7556464888832786,0.003005136778070168,0.890625,0.6892857142857143,0.15000000000000002,0.27325292559063813
4,0.024882877025414595,0.02128150855953043,0.7686099951917474,0.0023868570040742106,0.8948863636363636,0.6964285714285714,0.2,0.4186032604695665
5,0.01801309490745718,0.015574151650071144,0.8951868089762601,0.0017471445025876164,0.9214015169577165,0.7114285714285714,0.25,0.5639535953484949
6,0.012625586072152311,0.011110127056864176,0.8780665614388206,0.0012495975454591892,0.9292140169577165,0.6964285714285714,0.3,0.6947679767424744
7,0.010454811113463207,0.011240636083212767,0.8667398366061124,0.0012806606669486923,0.9264678033915433,0.6892857142857143,0.35,0.8015980348862883
8,0.009082711911336942,0.010005949827080423,0.8001827760176226,0.0011213579141026871,0.9314867420630022,0.6857142857142857,0.39999999999999997,0.880956980937661
9,0.009180225711315871,0.0071653074330904265,0.8179696581580422,0.0008004634344780987,0.9486742398955605,0.7085714285714285,0.44999999999999996,0.9345284095090896
10,0.04772399900989099,0.01692695204507221,0.7881280021233992,0.0019052989399907265,0.9142518964680758,0.6985714285714286,0.49999999999999994,0.9672619047619048
