epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,2.3489031893358048,2.3460133136073247,31.60557478892652,0.22154491441913798,0.5039556962025317,0.5047,0.05,0.049999078782518976
2,2.3484960095460483,2.3460825606237483,31.59911172601241,0.22155357086205785,0.5039556962025317,0.5047,0.1,0.1449996315130076
3,2.3486820299233964,2.3460305250143705,31.597828539111948,0.22154706867435311,0.5039556962025317,0.5047,0.15000000000000002,0.2732515292210185
4,2.3484705246841986,2.3459971916826468,31.604874478110784,0.22154290219650993,0.5039556962025317,0.5047,0.2,0.4186012233768148
5,2.3485722358801215,2.3461046490488173,31.630206289170662,0.2215563364421265,0.5039556962025317,0.5047,0.25,0.5639509175326111
6,2.348430350899442,2.344900997379158,31.621597290039062,0.221405891489379,0.5089003164556962,0.5095,0.3,0.6947637998378657
7,1.3390083057539803,0.5850805096988436,13.539234185520607,0.04415407064783422,0.9238528481012658,0.9185,0.35,0.8015973911120937
8,0.46454688722390863,0.3376155755942381,10.438876296900496,0.023940672862190236,0.9527294303797469,0.9485,0.39999999999999997,0.8809602771022182
9,0.3379168017014766,0.26908875285070155,10.265948349916481,0.018792465759464836,0.9621242088607594,0.9571,0.44999999999999996,0.9345290736237011
10,0.2894667658025522,0.25144170903706853,9.317006763023667,0.01737674424141834,0.9625197784810127,0.9569,0.49999999999999994,0.9672645368118505
