epoch,train_loss,train_acc,val_loss,val_acc
1,0.693237815711544,0.49895055970149255,0.6931012997144386,0.5060324367088608
2,0.6932043032859688,0.4979788557425745,0.6932056380223625,0.4939675632911392
3,0.69315377112899,0.50285958601976,0.6934750781783575,0.4939675632911392
4,0.6932166931725768,0.4989061389269351,0.6931082296975052,0.5060324367088608
5,0.6931660702741985,0.5011105187920365,0.6931685345082343,0.4939675632911392
