epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,0.24039513116533107,0.13338684900240463,0.4253477427092465,0.015247194096446037,0.7368844693357294,0.57,0.05,0.05000183999411202
2,0.07122363583608107,0.039333108473907814,0.2842715030366724,0.004423038187352094,0.8591382557695563,0.6978571428571428,0.1,0.14500073599764482
3,0.032633631032976236,0.027385520325465637,0.279324623671445,0.0030713782391764903,0.893513256853277,0.6978571428571428,0.15000000000000002,0.27325292559063813
4,0.022581144760955463,0.019719394262541424,0.22621949152512985,0.0022074843185361137,0.9070549227974631,0.7128571428571429,0.2,0.4186032604695665
5,0.016804031790657478,0.01588870178569447,0.2089649953625419,0.001770888550461016,0.9200284101746299,0.7014285714285714,0.25,0.5639535953484949
6,0.013284780652346936,0.012102763337845152,0.1758735179901123,0.0013640338914807546,0.922821971503171,0.6828571428571428,0.3,0.6947679767424744
7,0.010973945243114775,0.011584646830504591,0.1673331396146254,0.0013067786560647867,0.9100378805940802,0.6871428571428572,0.35,0.8015980348862883
8,0.009931359092958949,0.007665647744116458,0.16622516377405686,0.0008578304656442593,0.9335227283564481,0.6964285714285714,0.39999999999999997,0.880956980937661
9,0.010529683098535646,0.0070602404038337145,0.17048813809048047,0.00079087647926909,0.9392518943006342,0.7064285714285714,0.44999999999999996,0.9345284095090896
10,0.021161724152890117,0.008202081419188868,0.18443055586381393,0.0009222172560508956,0.925757576118816,0.7128571428571429,0.49999999999999994,0.9672619047619048
