epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,0.3878193660215898,0.16039558432318948,0.6923061284151945,0.016164786521006714,0.8365530317479913,0.7328571428571429,0.0,0.0
2,0.13415535146539861,0.10731145739555359,0.5011941275813363,0.01074015891010111,0.867234853180972,0.7607142857142857,0.0,0.0
3,0.09593718932433562,0.09362215006893332,0.4669249951839447,0.00947629910131747,0.8650568236004222,0.7714285714285715,0.0,0.0
4,0.07083491215651685,0.05051704767075452,0.38282685659148474,0.005121520043096759,0.9086174260486256,0.7664285714285715,0.0,0.0
5,0.04611000994389707,0.03946465897289189,0.38638112219897186,0.003965973705899986,0.9128787896849893,0.7721428571428571,0.297,0.29699804960624127
6,0.032745830138975925,0.0289467800069939,0.32831034606153314,0.0029496677135202017,0.930634471503171,0.7828571428571428,0.297,0.29699804960624127
7,0.027230284600095314,0.02576233734461394,0.30232560905543243,0.0026392484274269505,0.9349431883205067,0.7828571428571428,0.297,0.29699804960624127
8,0.02072156857360493,0.0206316008486531,0.30699955875223334,0.0020804476966573434,0.946354172446511,0.7828571428571428,0.297,0.29699804960624127
9,0.017415122196755627,0.018798998472365467,0.3199572671543468,0.001902971109798686,0.9491477337750521,0.7842857142857143,0.297,0.29699804960624127
10,0.01682642259719697,0.01811068682846698,0.31681244752623816,0.001826815677552738,0.9548768997192383,0.7914285714285715,0.594,0.5940006991977625
11,0.01317917951806025,0.015936780720949173,0.32434728470715607,0.0016293158140880141,0.9498106078668074,0.7835714285714286,0.594,0.5940006991977625
12,0.01269317211752588,0.014989400875161995,0.3125510649247603,0.0015152191573923285,0.9527935656634244,0.7835714285714286,0.594,0.5940006991977625
13,0.011319493443112482,0.015210334973579103,0.32292146709832276,0.0015173461923206394,0.9522727294401689,0.7857142857142857,0.594,0.5940006991977625
14,0.010454739206893878,0.01420233923603188,0.3314866071397608,0.0014518391213972461,0.9472064430063422,0.7821428571428571,0.594,0.5940006991977625
15,0.08750344724817709,0.027286251160231503,0.4468306438489394,0.002686071019111709,0.9357007633556019,0.7907142857142857,0.9,0.900000919997056
16,0.016911929845809935,0.0189809122715484,0.4064821357076818,0.0019082735948772593,0.9470170519568704,0.7921428571428571,0.9,0.900000919997056
17,0.013147259131073952,0.016654285009611736,0.3778941983526403,0.0016791948265480723,0.9464015202088789,0.7885714285714286,0.9,0.900000919997056
18,0.011478095450861887,0.016294253820722752,0.3553980561819943,0.0016346585788679395,0.9519886428659613,0.7971428571428572,0.9,0.900000919997056
19,0.010063156197694215,0.01391002976081588,0.3474831120534377,0.0013955473391847177,0.9557765180414374,0.7964285714285714,0.9,0.900000919997056
20,0.009978297513655641,0.01304278683594682,0.34462339227849786,0.0013122094837440686,0.9600852294401689,0.7935714285714286,0.9,0.900000919997056
21,0.008460916206240654,0.012629901312968948,0.34137732874263416,0.0012832963415844874,0.9521306861530651,0.7942857142857143,0.9,0.900000919997056
22,0.008345822084017775,0.01207180033353242,0.335356896573847,0.0012170863337814808,0.9565340930765326,0.7928571428571428,0.9,0.900000919997056
23,0.007904644615270875,0.011762358078902418,0.3390915881503712,0.0011828483018854802,0.9636837189847772,0.7971428571428572,0.9,0.900000919997056
24,0.007128440961241722,0.010794955729083582,0.3375196944583546,0.0010873339752751317,0.9636837189847772,0.7971428571428572,0.9,0.900000919997056
25,0.006825165780769153,0.011630990965799852,0.35299459912560205,0.001196114827921106,0.9564867453141646,0.7942857142857143,0.9,0.900000919997056
26,0.006990742751143196,0.013233893720263784,0.34889709136702796,0.0013249123214998028,0.9591856111179698,0.7957142857142857,0.9,0.900000919997056
27,0.006652964727783745,0.010218528946014967,0.3394698067144914,0.0010290011890571225,0.9628787907687101,0.795,0.9,0.900000919997056
28,0.005969775578176433,0.011048154736107046,0.3438153700395064,0.001119368635541336,0.9578598520972512,0.7885714285714286,0.9,0.900000919997056
29,0.00611990662291646,0.009954402900554916,0.3406852998516776,0.001006839352405884,0.9636363658038053,0.7985714285714286,0.9,0.900000919997056
30,0.006468004513193261,0.011299112473021854,0.35398519851944665,0.0011457284298640761,0.9550189430063422,0.7914285714285715,0.9,0.900000919997056
31,0.006451510908928784,0.009774170392616228,0.34491378881714563,0.0009997560833157463,0.9607481089505282,0.7942857142857143,0.9,0.900000919997056
32,0.005345415764234283,0.009777182120491158,0.3444975533268668,0.0010012432678856633,0.9622159112583507,0.7985714285714286,0.9,0.900000919997056
33,0.0052154731598090046,0.010396439412778074,0.3496816266666759,0.0010675601661205292,0.9522253816778009,0.79,0.9,0.900000919997056
34,0.005261832162399184,0.010404566302895546,0.33091986721212213,0.0010371183108707721,0.9628787907687101,0.8035714285714286,0.9,0.900000919997056
35,0.005078346684405749,0.010035686025565321,0.33418208902532404,0.00102365692675283,0.9628787907687101,0.7992857142857143,0.9,0.900000919997056
36,0.004505735724656419,0.009054884272204205,0.3260481465946544,0.000925640718461099,0.9600378816778009,0.7964285714285714,0.9,0.900000919997056
37,0.004665556342595003,0.009265428154983303,0.3429942185228521,0.0009417556628415531,0.9579071998596191,0.7971428571428572,0.9,0.900000919997056
38,0.004741182042793794,0.009256201034242456,0.32925125414674933,0.0009404640242626721,0.9607954567128961,0.7985714285714286,0.9,0.900000919997056
39,0.004296774582260034,0.009164552500640804,0.33836793628605927,0.0009206656885164028,0.9650094725868918,0.8014285714285714,0.9,0.900000919997056
40,0.0041913069911639796,0.008642418140714819,0.33178210800344293,0.0008810332828116688,0.9592803066427057,0.7928571428571428,0.9,0.900000919997056
