epoch,train_loss,train_acc,val_loss,val_acc
1,0.6933831606846629,0.49907826932508553,0.6931031301051755,0.5060324367088608
2,0.6931820660511822,0.5000055526365349,0.6930749869044823,0.5060324367088608
3,0.6931946766910269,0.49993892150647096,0.6931482447853571,0.4939675632911392
4,0.6931498063398577,0.5023431947617643,0.6930766052837614,0.5060324367088608
5,0.6931874265294593,0.4977789623523826,0.6931305716309366,0.5060324367088608
