epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc
1,0.4070328005335548,0.19354146041653372,0.9095970934087579,0.019532102075490086,0.8274147781458768,0.7364285714285714
2,0.16529242491180246,0.12782827426086774,0.9082377227869901,0.012908483093435114,0.8551136417822405,0.7485714285714286
3,0.11159658364274284,0.08630458942868492,1.0334052064202048,0.008616944774985313,0.8944128805940802,0.775
4,0.0785805574872277,0.06179482422091744,0.8660348003560846,0.006086674772880294,0.9001893997192383,0.7692857142857142
5,0.05910820893265984,0.043551814488389275,0.8406877571886237,0.0043776089918207035,0.9143465974114158,0.7764285714285715
6,0.04083253212950446,0.04283546216108582,0.8889863220128146,0.0043151013934138146,0.9142992442304437,0.775
7,0.03468864265490662,0.036098571832884445,0.8106334859674628,0.0037113157608969645,0.9177556850693442,0.7757142857142857
8,0.0324870126829906,0.028387923470952293,0.6570614088665355,0.002733779309148138,0.9343750043348833,0.7821428571428571
9,0.023885255577889355,0.02290860309519551,0.7329383871772073,0.002328950890593908,0.9391571987758983,0.7814285714285715
10,0.019831245426427235,0.020170099186626347,0.692351677201011,0.0020526126767932014,0.9407197020270608,0.7857142857142857
11,0.01856062076985836,0.01945730908350511,0.7050154696811329,0.0019736840199171143,0.9420928088101473,0.7857142857142857
12,0.016070332869210027,0.01744162528352304,0.6752380728721619,0.0017677949720316312,0.9471117474816062,0.7821428571428571
13,0.013651339591226795,0.01759486924856901,0.7038261240178888,0.0017971228702332485,0.9456439451737837,0.7864285714285715
14,0.012745312990790065,0.015830491584810345,0.6767923344265331,0.0016003150323575194,0.9499526565725153,0.7921428571428571
15,0.011127167152748866,0.01686091636392203,0.6942810253663496,0.0016732444584538991,0.9528882611881603,0.7835714285714286
16,0.011519611499864947,0.01408514075658538,0.6674956137483771,0.0014285751279782164,0.9549715952439741,0.79
17,0.009742670980366793,0.01288340918042443,0.6412189169363542,0.0013153988561085002,0.9586174271323464,0.795
18,0.00896358960731463,0.012757214886898344,0.6658961989662864,0.0012995012750087137,0.9571496248245239,0.795
19,0.008290609387172894,0.012176877649670298,0.6354503414847634,0.001229879700324752,0.9571969725868918,0.7878571428571428
20,0.008410080285234885,0.014248269525441256,0.6441549983891574,0.001451644284481352,0.9571969725868918,0.7964285714285714
21,0.008430613721297546,0.011806948703121056,0.5794369957663796,0.001190525088035925,0.9571969725868918,0.7964285714285714
22,0.006960122295739976,0.011977139437063173,0.6083163564855402,0.0012130456055853176,0.9607954567128961,0.7885714285714286
23,0.006808912720192562,0.011598192917352373,0.6213727728887037,0.0011678594005802138,0.962926138531078,0.7878571428571428
24,0.006429398500106551,0.013763307593762875,0.5917256257750771,0.001370460218326612,0.9550662907687101,0.7928571428571428
25,0.007295922033319419,0.014287866228683428,0.5844866199926897,0.0014585154078138823,0.9607481089505282,0.7985714285714286
26,0.006205583329905163,0.010525306263430552,0.5617879249832847,0.0010719762331890788,0.9585700793699785,0.7935714285714286
27,0.005169651246714321,0.010914620096710596,0.6135513592850078,0.0010856989749961278,0.9622632644393228,0.7957142857142857
28,0.0048956460277126594,0.010384108955887232,0.5540730302984064,0.001048600692725317,0.9615530371665955,0.7892857142857143
29,0.005609387205913663,0.01024304994974624,0.5616032535379584,0.0010338265988552434,0.9643465930765326,0.7964285714285714
30,0.004920550554313443,0.01011588221246546,0.5847314948385413,0.00101983686379919,0.9643465930765326,0.7935714285714286
31,0.0043797039553861725,0.010601300746202469,0.5846552686257795,0.0010634955780749972,0.9657670476219871,0.7978571428571428
32,0.004255043956535784,0.00954494494098154,0.5545474047010596,0.0009681115625426173,0.9635890180414374,0.7914285714285715
33,0.0041334872261028395,0.009929435285316273,0.5780565955422141,0.0009951779661192136,0.9637310667471453,0.7914285714285715
34,0.004381298603997989,0.010538869791410187,0.567192020741376,0.001071661192161793,0.9614109884608876,0.7935714285714286
35,0.0040715859483250166,0.010353762656450272,0.5778565190055154,0.0010474745226515965,0.9579545476219871,0.7942857142857143
36,0.0037908438212153586,0.009710904718800024,0.5918496901338751,0.0009777271559207954,0.9615056839856234,0.7878571428571428
37,0.0052799290977418424,0.011682775718244639,0.5623768188736655,0.001195191659710624,0.9579545476219871,0.8014285714285714
38,0.004225978255271911,0.009314367589964108,0.5178147148002278,0.0009454803181473504,0.9622632644393228,0.7971428571428572
39,0.0033591606527228245,0.01056131762875752,0.5581817085092718,0.0010429440457797186,0.9607954567128961,0.79
40,0.0031871229156174444,0.008621936748650942,0.5552584718574177,0.0008632819464599544,0.9664772748947144,0.7885714285714286
41,0.0031871229156174444,0.3751524903557517,1.5766940008510242,0.038261818953535774,0.8443655317479913,0.7392857142857143
