epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,2.348620548431299,2.3461166182650794,31.625609651396545,0.22155783693247202,0.5039556962025317,0.5047,0.05,0.049999078782518976
2,2.348528462432341,2.3460858652863323,31.623634797108323,0.2215539845107477,0.5039556962025317,0.5047,0.1,0.1449996315130076
3,2.3485188092758404,2.346100420891484,31.62457120871242,0.22155579113507573,0.5039556962025317,0.5047,0.15000000000000002,0.2732515292210185
4,2.3484999884420366,2.346150730229631,31.62748348863819,0.2215620686736288,0.5039556962025317,0.5047,0.2,0.4186012233768148
5,2.348437561409306,2.3460118468803697,31.617251335820065,0.22154474409320687,0.5039556962025317,0.5047,0.25,0.5639509175326111
6,2.348497312968728,2.3460854427723943,31.623604448535776,0.2215539399958864,0.5039556962025317,0.5047,0.3,0.6947637998378657
7,2.348454344247196,2.3461529846432843,31.627618862103812,0.22156238876566103,0.5039556962025317,0.5047,0.35,0.8015973911120937
8,2.3484776350480914,2.346148925491526,31.627394784854935,0.22156186345257337,0.5039556962025317,0.5047,0.39999999999999997,0.8809602771022182
9,2.3484808900463046,2.3461031823218623,31.624549600142466,0.22155615536472464,0.5039556962025317,0.5047,0.44999999999999996,0.9345290736237011
10,2.3484497049978295,2.3461121064198167,31.625071996374974,0.2215572665386562,0.5039556962025317,0.5047,0.49999999999999994,0.9672645368118505
