epoch,train_kl,val_kl,val_logit_mse,val_prob_mse,val_agree,val_acc,target_sparsity,actual_sparsity
1,0.21869117292490872,0.0841213430870663,0.7946343367749994,0.009841799228028818,0.7478219704194502,0.6135714285714285,0.05,0.05000183999411202
2,0.04586622179909186,0.038700885054740036,1.2521347782828591,0.004367611180482941,0.8784090930765326,0.7085714285714285,0.1,0.14500073599764482
3,0.026902651160278103,0.02212441712617874,1.4814070788296787,0.0024831827031448483,0.9027935591610995,0.7042857142857143,0.15000000000000002,0.27325292559063813
4,0.01932083720510656,0.017855527556755325,1.8725331046364524,0.0019908060362054543,0.907196971503171,0.7057142857142857,0.2,0.4186032604695665
5,0.01587381913242015,0.017862654968418858,1.914196101101962,0.00200865778606385,0.9036458351395347,0.685,0.25,0.5639535953484949
6,0.013509022419086912,0.012520618228749796,1.6873283494602551,0.0013889071150598202,0.9207859852097251,0.7121428571428572,0.3,0.6947679767424744
7,0.011736239001832224,0.011158323169431904,1.7028367085890337,0.001241961081342941,0.9215435602448203,0.7071428571428572,0.35,0.8015980348862883
8,0.010563433365049687,0.01047630315985192,1.697575720873746,0.001162238106851212,0.9263731078668074,0.6907142857142857,0.39999999999999997,0.880956980937661
9,0.016604300038042395,0.010533104396679184,0.7537726759910583,0.0011669997845522382,0.9293087124824524,0.7007142857142857,0.44999999999999996,0.9345284095090896
10,0.03078514633869583,0.01199196321381764,0.6629751703955911,0.0013300097462805834,0.9285984852097251,0.6957142857142857,0.49999999999999994,0.9672619047619048
