epoch,train_loss,train_acc,val_loss,val_acc
1,0.6936045348771346,0.4999611318619775,0.6934680599200574,0.4939675632911392
2,0.6933022035972904,0.4952747424019934,0.6932108900215053,0.4939675632911392
3,0.6932771183026116,0.49724036067533595,0.69307214700723,0.5060324367088608
4,0.6933328405117938,0.5003664712153518,0.6940376690671414,0.4939675632911392
5,0.6932586268829638,0.4992892679248029,0.6932425408423701,0.46914556962025317
